loss,acc,val_loss,val_acc
0.6807176219240426,0.6088575124740601,0.6704038261386102,0.6296296119689941
0.6702032956535683,0.616173505783081,0.6593511565021737,0.6284538507461548
0.6570515001347331,0.6182637810707092,0.6462474371810859,0.6272780895233154
0.6470934688495977,0.6294336915016174,0.6488331088173186,0.6372721791267395
0.6393574679518472,0.6392971277236938,0.6376967138223687,0.6466784477233887
0.629801728337024,0.6490952968597412,0.6215204017292675,0.6572604179382324
0.6137961321461403,0.6647723317146301,0.5979126539039724,0.6731334328651428
0.5942236985993016,0.6971715688705444,0.593505483981373,0.6507936716079712
0.5696934480827213,0.7316611409187317,0.5574389470983154,0.7666078805923462
0.5495682766384735,0.7428309917449951,0.6529896653518474,0.6966490149497986
0.521476471384779,0.7569403648376465,0.4981532022225583,0.7507348656654358
0.49302411788985845,0.7753608822822571,0.5198687272938051,0.6972368955612183
0.46675407117551093,0.7888170480728149,0.5432618589418065,0.6884185671806335
0.44210003210598253,0.8040368556976318,0.4516571563422715,0.8218694925308228
0.42549039843859715,0.8084786534309387,0.40663745174122023,0.8212816119194031
0.4094784183221948,0.8169704079627991,0.3947535579096633,0.8253968358039856
0.3969043643869062,0.8212816119194031,0.3938503840139934,0.8271604776382446
0.3929673134813397,0.8250702023506165,0.4014791577160884,0.8248089551925659
0.38460674734763156,0.8260500431060791,0.37382516347261685,0.8289241790771484
0.3755640332715486,0.8321248888969421,0.3917002837003364,0.8353909254074097
0.36991252036247757,0.8319289088249207,0.3895191057579157,0.8189300298690796
0.36409920672057805,0.836109459400177,0.3682730260629783,0.8236331343650818
0.3644495345289527,0.8342804908752441,0.4146731225691565,0.8342151641845703
0.35703746624740146,0.840420663356781,0.3569449128157107,0.8342151641845703
0.3531745010536137,0.8436213731765747,0.35453719754803537,0.8359788656234741
0.35124183713599433,0.8444705605506897,0.3568670363863519,0.8277483582496643
0.3461720383632922,0.8466914892196655,0.5541785656880239,0.7160493731498718
0.34791372577528445,0.8436866998672485,0.35065029681534854,0.8318635821342468
0.33973221259991127,0.8489777445793152,0.55099432427066,0.7195767164230347
0.3403789893613244,0.8467568159103394,0.43939472648201794,0.8012933731079102
0.3354780222030411,0.8508720397949219,0.4506056783551121,0.7766019701957703
0.33343233668529293,0.8506107330322266,0.3447438969393466,0.8483245372772217
0.33100518432212644,0.8511333465576172,0.3581497462828814,0.820105791091919
0.3262829134696157,0.8541380763053894,0.39036289922704703,0.8365667462348938
0.3271179279306773,0.8550525903701782,0.39017614204959966,0.8489124178886414
0.3220498238742698,0.8563590049743652,0.3336727551016508,0.8418577313423157
0.31796640554246264,0.8600170016288757,0.34946395589070484,0.8536155223846436
0.31729936041120405,0.8596903681755066,0.32922378600274443,0.8512639403343201
0.31662232992510314,0.8611274361610413,0.38668352446087945,0.8365667462348938
0.3138200895795941,0.8629564046859741,0.33923973906555294,0.8377425074577332
0.31137011466646763,0.8598863482475281,0.33635114321703075,0.8600823283195496
0.3075518606321747,0.8658305406570435,0.41268788971913556,0.83480304479599
0.30349700313186306,0.8654386401176453,0.3985311073250521,0.8336272835731506
0.30439004455426305,0.8673982620239258,0.3327282081582068,0.8565549850463867
0.30187348827492894,0.8679861426353455,0.37541551722420585,0.8418577313423157
0.29739225512272277,0.8696845173835754,0.374446685474666,0.841269850730896
0.2989663374185313,0.866483747959137,0.32677803642780623,0.8342151641845703
0.2908041709174415,0.8726239204406738,0.3451393678355119,0.8589065074920654
0.2932739438487498,0.8738650679588318,0.40493280476923904,0.8206937313079834
0.2894602297599688,0.8736690878868103,0.6076203929824313,0.7236919403076172
0.2890256075057722,0.871644139289856,0.32021157083477714,0.8547912836074829
0.2887104759023817,0.8756940364837646,0.35232730944811214,0.8547912836074829
0.28339786773348113,0.8777843117713928,0.46799019038642176,0.7971781492233276
0.28526078595873094,0.8779149651527405,0.31769562834574855,0.8589065074920654
0.2792976754208036,0.8789600729942322,0.37311033209865757,0.8336272835731506
0.2769654793217676,0.8800052404403687,0.31282811394198934,0.855967104434967
0.2776605499757092,0.882030189037323,0.31494266554266476,0.8547912836074829
0.2737643184442431,0.8809196949005127,0.31558412842141537,0.8589065074920654
0.27075624196419124,0.8856228590011597,0.32694157859040035,0.8536155223846436
0.26928861397957615,0.8852962255477905,0.36356362646148876,0.8271604776382446
0.2643439649009356,0.8869946002960205,0.33622194745132744,0.8389182686805725
0.2668961944049169,0.8857534527778625,0.33554084606026285,0.8524397611618042
0.26464921345054476,0.8887582421302795,0.3196844929705501,0.8647854328155518
0.26214546286987367,0.8875171542167664,0.40308265655199127,0.8218694925308228
0.25764849422431035,0.8918283581733704,0.38016161587152814,0.8236331343650818
0.26001814168217413,0.8890848755836487,0.311760120781501,0.8636096119880676
0.25482688979987606,0.8920242786407471,0.3315085329636625,0.8530276417732239
0.255486963345634,0.8935920000076294,0.44974047120776617,0.7907113432884216
0.2507761332219629,0.8961395025253296,0.3087923031284976,0.8600823283195496
0.2481501090173446,0.8975112438201904,0.3720643321147461,0.8406819701194763
0.24265844485809415,0.8998628258705139,0.31298426257940265,0.8594943881034851
0.24485664497054732,0.8975112438201904,0.3658499740094805,0.8477365970611572
0.24298472041300068,0.8987523913383484,0.3770505136677197,0.8436213731765747
0.24272393581389726,0.8986870646476746,0.3238479015469411,0.863021731376648
0.23795062110915238,0.9005160331726074,0.3133487406896886,0.8606702089309692
0.23532800381379387,0.9009732604026794,0.31027163753503917,0.8659611940383911
0.2310585581562896,0.9071134328842163,0.3220931286937275,0.8553791642189026
0.23039079902103407,0.9024756550788879,0.3402955737063494,0.8524397611618042
0.23362133787220124,0.9045006036758423,0.3850955078350944,0.8395061492919922
0.22834237626636275,0.9063949584960938,0.36400377520878546,0.843033492565155
0.22569646431198,0.9061336517333984,0.3189022754806848,0.8647854328155518
0.22185008251185795,0.9093343615531921,0.36024689623568074,0.8447971940040588
0.22762268929320628,0.9056110978126526,0.3229758082891758,0.8659611940383911
0.21761636563495665,0.9154092073440552,0.32059603095545197,0.8565549850463867
0.21895901994395595,0.9126004576683044,0.34518202061796105,0.8547912836074829
0.2164061646145651,0.912861704826355,0.33539300725994076,0.8618459701538086
0.2155980362537225,0.9122084975242615,0.3917149916370079,0.8236331343650818
0.21593742448299028,0.9137762188911438,0.3253216198801574,0.8606702089309692
0.2102426844042188,0.9167810082435608,0.5990527746854005,0.7671957612037659
0.21290194315172611,0.9150826334953308,0.34208337164569924,0.8577307462692261
0.20922413731654657,0.9165850281715393,0.40717478393457135,0.833039402961731
0.2083104837590191,0.9177607893943787,0.31851496309620153,0.8671369552612305
0.20084535088021452,0.9192631840705872,0.5334776283221551,0.8012933731079102
0.201181847131753,0.9204389452934265,0.3599912233909111,0.8489124178886414
0.19808980666533638,0.9231824278831482,0.32062536348391113,0.8653733134269714
0.1991931959773521,0.9222026467323303,0.41292914963693633,0.8259847164154053
0.20358095511923546,0.9200470447540283,0.3434332425912502,0.8671369552612305
0.19139784197721188,0.9243582487106323,0.33115945886524895,0.8594943881034851
0.19262025697591514,0.9248808026313782,0.32001248798357745,0.8618459701538086
0.189772620327998,0.9254686832427979,0.33906158978784173,0.8677248954772949
